Question	Clip	YouTube video ID	Start (sec)	Length (sec)	Link	Description
6	2	xLvdrzFcrio	1753	12	https://www.youtube.com/watch?v=xLvdrzFcrio&start=1753&end=1765   	Ommadawn
6	3	xLvdrzFcrio	19	10	https://www.youtube.com/watch?v=xLvdrzFcrio&start=19&end=29       	Ommadawn
6	4	bv_4sZCLlr0	2254	12	https://www.youtube.com/watch?v=bv_4sZCLlr0&start=2254&end=2266   	Tubular Bells
6	5	bv_4sZCLlr0	1400	11	https://www.youtube.com/watch?v=bv_4sZCLlr0&start=1400&end=1411   	Tubular Bells (Theme to end Side 1)
6	6	bv_4sZCLlr0	0.4	8	https://www.youtube.com/watch?v=bv_4sZCLlr0&start=0&end=8         	Tubular Bells (opening used as Exorcist theme)
						
7	1	08qM54vEvLw	2748	8	https://www.youtube.com/watch?v=08qM54vEvLw&start=2748&end=2756   	Soprano Solo, Mvt. 5
7	2	08qM54vEvLw	689	10	https://www.youtube.com/watch?v=08qM54vEvLw&start=689&end=699     	March, Mvt. 2
7	3	08qM54vEvLw	2354	10	https://www.youtube.com/watch?v=08qM54vEvLw&start=2354&end=2364   	How Lovely (towards end)
7	4	08qM54vEvLw	1595	8	https://www.youtube.com/watch?v=08qM54vEvLw&start=1595&end=1603   	Bari solo, Mvt. 3
7	5	08qM54vEvLw	2272	12	https://www.youtube.com/watch?v=08qM54vEvLw&start=2272&end=2284   	How Lovely First Choral entrance
7	6	08qM54vEvLw	56	11	https://www.youtube.com/watch?v=08qM54vEvLw&start=56&end=67       	Selig Sind beginning w/theme
						
8	1	-81AEUqHPzU	345	10	https://www.youtube.com/watch?v=-81AEUqHPzU&start=345&end=355     	Ascension
8	2	ryMLO7Ed4d8	207	11	https://www.youtube.com/watch?v=ryMLO7Ed4d8&start=207&end=218     	Kulu se Mama
8	3	hSViN6lwGKU	69	10	https://www.youtube.com/watch?v=hSViN6lwGKU&start=69&end=79       	Africa/Brass - "India"
8	4	M1vQ5KjLDZ4	41	10.3	https://www.youtube.com/watch?v=M1vQ5KjLDZ4&start=41&end=51       	Blue Train
8	5	ll3CMgiUPuU	9	9	https://www.youtube.com/watch?v=ll3CMgiUPuU&start=9&end=18        	Love Supreme
8	6	xr0Tfng9SP0	0	10	https://www.youtube.com/watch?v=xr0Tfng9SP0&start=0&end=10        	Giant Steps
						
9	1	GjNesTvOz84	3	11	https://www.youtube.com/watch?v=GjNesTvOz84&start=3&end=14        	Symphony in D
9	2	MpMBLfkLmAQ	23	9	https://www.youtube.com/watch?v=MpMBLfkLmAQ&start=23&end=32       	German Military March
9	3	hT5ixuzrX7E	2246	10	https://www.youtube.com/watch?v=hT5ixuzrX7E&start=2246&end=2256   	Concerto #3
9	4	BzwKH286Ghw	622	10.5	https://www.youtube.com/watch?v=BzwKH286Ghw&start=622&end=632     	Concerto #4 Long flute solo
9	5	hlxZlfe_OQ8	294	8	https://www.youtube.com/watch?v=hlxZlfe_OQ8&start=294&end=302     	Flute Quartet
9	6	PcTVkOzrzQs	12	15	https://www.youtube.com/watch?v=PcTVkOzrzQs&start=12&end=27       	Theme for Bach's Musical Offering
						
10	1	VGi0IsYy7x0	459	7.3	https://www.youtube.com/watch?v=VGi0IsYy7x0&start=459&end=466     	Chansons gaillardes
10	2	OGuaDWf1Ad0	415	11	https://www.youtube.com/watch?v=OGuaDWf1Ad0&start=415&end=426     	Chansons françaises 
10	3	wt8SvRBpP2U	235	9.3	https://www.youtube.com/watch?v=wt8SvRBpP2U&start=235&end=244     	Stabat Mater
10	4	h910zn0gtjc	39	10	https://www.youtube.com/watch?v=h910zn0gtjc&start=39&end=49       	Les Biches
10	5	wiuFDCkFXGI	137.4	14.4	https://www.youtube.com/watch?v=wiuFDCkFXGI&start=137&end=151     	Dialogue of the Carmelites: Salve Regina (guillotine)
10	6	ReqsEqKtyyA	25.2	10.1	https://www.youtube.com/watch?v=ReqsEqKtyyA&start=25&end=35       	Gloria
						
11	1	WK2Bmd78JxE	547	11	https://www.youtube.com/watch?v=WK2Bmd78JxE&start=547&end=558     	Ross Edwards - The Heart of Night
11	2	Ywy0Gz8DXV4	0.5	12.2	https://www.youtube.com/watch?v=Ywy0Gz8DXV4&start=0&end=12        	John Carmichael - Concierto folklorico (Spain troll)
11	3	g0MhMmO9jvw	97	10	https://www.youtube.com/watch?v=g0MhMmO9jvw&start=97&end=107      	Peter Sculthorpe - Earth Cry
11	4	F89fz09pbHs	505	5.2	https://www.youtube.com/watch?v=F89fz09pbHs&start=505&end=510     	Carl Vine - Piano Sonata, Mvt. II
11	5	F89fz09pbHs	25	5	https://www.youtube.com/watch?v=F89fz09pbHs&start=25&end=30       	Carl Vine - Piano Sonata, Mvt. II
11	6	K1FDk8__Nv4	654	7.4	https://www.youtube.com/watch?v=K1FDk8__Nv4&start=654&end=661     	Percy Grainger - Lincolnshire Posy
11	7	lxnb1A8ds0A	172	10	https://www.youtube.com/watch?v=lxnb1A8ds0A&start=172&end=182     	Percy Grainger - Irish Tune from County Derry
11	8	oHwXkJbTuAY	1.1	4.7	https://www.youtube.com/watch?v=oHwXkJbTuAY&start=1&end=5         	Percy Grainger - Country Gardens
