Question	Clip	YouTube video ID	Start (sec)	Length (sec)	Link	Description
6	4	Cq1taMdHGp4	31	11.2	https://www.youtube.com/watch?v=Cq1taMdHGp4&start=31&end=42       	Kraftwerk - The Model 
6	5	W3q8Od5qJio	184	9.8	https://www.youtube.com/watch?v=W3q8Od5qJio&start=184&end=193     	Rammstein - Du Hast
6	6	V2zxHuze_Gw	162.8	10.1	https://www.youtube.com/watch?v=V2zxHuze_Gw&start=162&end=172     	Nena - 99 Red Balloons
						
7	1	1oYrMCYLdNs	128	10.3	https://www.youtube.com/watch?v=1oYrMCYLdNs&start=128&end=138     	Praise God
7	2	TS-G4UQTfUo	125	9	https://www.youtube.com/watch?v=TS-G4UQTfUo&start=125&end=134     	Caravan (Whiplash soundtrack)
7	3	DaVowYipTW0	0	9.3	https://www.youtube.com/watch?v=DaVowYipTW0&start=0&end=9         	Sophisticated Lady
7	4	uUcEGOLfUTE	0.9	9.5	https://www.youtube.com/watch?v=uUcEGOLfUTE&start=0&end=10        	Jeep's Blues
7	5	m3x8ryiWU4c	272	15.2	https://www.youtube.com/watch?v=m3x8ryiWU4c&start=272&end=287     	Mood Indigo – "mike-tone"
7	6	ftzaQYj3KDo	105	11	https://www.youtube.com/watch?v=ftzaQYj3KDo&start=105&end=116     	Take the "A" Train
						
8	1	Bx4aK-YsPeU	0.4	8	https://www.youtube.com/watch?v=Bx4aK-YsPeU&start=0&end=8         	Bernard Herrmann: Taxi Driver (theme)
8	2	Bx4aK-YsPeU	54	12.2	https://www.youtube.com/watch?v=Bx4aK-YsPeU&start=54&end=66       	Bernard Herrmann: Taxi Driver (theme)
8	3	nFvRvSxsW-I	129	7.8	https://www.youtube.com/watch?v=nFvRvSxsW-I&start=129&end=136     	Isaac Hayes: Shaft
8	4	PPskYVBqdNw	1.9	7.6	https://www.youtube.com/watch?v=PPskYVBqdNw&start=1&end=9         	Nino Rota: The Godfather - Main Title (The Godfather Waltz)
8	5	F9vA7L8H4nc	0.7	13.2	https://www.youtube.com/watch?v=F9vA7L8H4nc&start=0&end=13        	Nino Rota: The Godfather - Theme Song
8	6	EUrUfJW1JGk	174	13	https://www.youtube.com/watch?v=EUrUfJW1JGk&start=174&end=187     	Frank Sinatra: New York, New York
						
9	1	YWlsLJlpyPU	283	12	https://www.youtube.com/watch?v=YWlsLJlpyPU&start=283&end=295     	Bassoon Concerto in E minor, RV 484
9	2	ajJRuGBDeb8	8.4	7.9	https://www.youtube.com/watch?v=ajJRuGBDeb8&start=8&end=16        	Chamber Concerto in G minor RV 107
9	3	gSPOwYTQgQ8	0.8	12.2	https://www.youtube.com/watch?v=gSPOwYTQgQ8&start=0&end=13        	Recorder Concerto in C minor RV 441
9	4	NzCL9uLkQSI	3	8	https://www.youtube.com/watch?v=NzCL9uLkQSI&start=3&end=11        	Violin Concerto No. 4 in F minor ("Winter"), Op. 8 No. 4, RV 297: I.
9	5	ygpf6mxTUeY	1436	8.6	https://www.youtube.com/watch?v=ygpf6mxTUeY&start=1436&end=1444   	Violin Concerto No. 3 in F major ("Autumn"), Op. 8 No. 3, RV 293: I.
9	6	DpeFVzEWkCI	0.3	12.2	https://www.youtube.com/watch?v=DpeFVzEWkCI&start=0&end=12        	Violin Concerto No. 2 in G minor ("Summer"), Op. 8 No. 2, RV 315: III.
						
10	1	pAV4KlD86E8	20	11.5	https://www.youtube.com/watch?v=pAV4KlD86E8&start=20&end=31       	Wizkid feat. Femi Kuti - Jaiye Jaiye
10	2	IQBC5URoF0s	0.4	8	https://www.youtube.com/watch?v=IQBC5URoF0s&start=0&end=8         	Fela Kuti - Water no get enemy
10	3	Qj5x6pbJMyU	1	7	https://www.youtube.com/watch?v=Qj5x6pbJMyU&start=1&end=8         	Fela Kuti - Zombie
10	4	Q7QiLceJSLQ	28	10.2	https://www.youtube.com/watch?v=Q7QiLceJSLQ&start=28&end=38       	Wizkid - Ojuelegba
10	5	IQBC5URoF0s	331	12	https://www.youtube.com/watch?v=IQBC5URoF0s&start=331&end=343     	Fela Kuti - Water no get enemy
10	6	Qj5x6pbJMyU	320	11.3	https://www.youtube.com/watch?v=Qj5x6pbJMyU&start=320&end=331     	Fela Kuti - Zombie
