Question	Clip	YouTube video ID	Start (sec)	Length (sec)	Link	Description
8	5	xTIP_FOdq24	110	13	https://www.youtube.com/watch?v=xTIP_FOdq24&start=110&end=123     	What'd I say
8	6	CnI_LuCJ4Ek	22	10	https://www.youtube.com/watch?v=CnI_LuCJ4Ek&start=22&end=32       	I got a woman
						
9	1	jweLoMVMdf8	537.8	12.2	https://www.youtube.com/watch?v=jweLoMVMdf8&start=537&end=550     	
9	2	jweLoMVMdf8	384.8	10.2	https://www.youtube.com/watch?v=jweLoMVMdf8&start=384&end=395     	
9	3	jweLoMVMdf8	311.1	10.3	https://www.youtube.com/watch?v=jweLoMVMdf8&start=311&end=321     	
9	4	jweLoMVMdf8	81.6	9.3	https://www.youtube.com/watch?v=jweLoMVMdf8&start=81&end=90       	
9	5	jweLoMVMdf8	845	9.3	https://www.youtube.com/watch?v=jweLoMVMdf8&start=845&end=854     	
9	6	jweLoMVMdf8	974	12	https://www.youtube.com/watch?v=jweLoMVMdf8&start=974&end=986     	
						
10	1	5JH_-caeazs	7.2	13.4	https://www.youtube.com/watch?v=5JH_-caeazs&start=7&end=20        	Liszt: Orpheus, symphonic poem
10	2	yeZi4PFw0V0	0.2	8.2	https://www.youtube.com/watch?v=yeZi4PFw0V0&start=0&end=8         	Glass: Orphée Suite: IV. Orphée and the Princess
10	3	y4hs7vW8SV0	285	12	https://www.youtube.com/watch?v=y4hs7vW8SV0&start=285&end=297     	Offenbach: Orpheus in the Underworld Overture
10	4	Ac4HEs6cAvo	574.9	10.4	https://www.youtube.com/watch?v=Ac4HEs6cAvo&start=574&end=585     	Monteverdi: L'Orfeo
10	5	y4hs7vW8SV0	3.4	5.8	https://www.youtube.com/watch?v=y4hs7vW8SV0&start=3&end=9         	Offenbach: Orpheus in the Underworld Overture
10	6	mjpFi9bn1do	2.5	9	https://www.youtube.com/watch?v=mjpFi9bn1do&start=2&end=11        	Monteverdi: L'Orfeo
10	7	y4hs7vW8SV0	455	6.3	https://www.youtube.com/watch?v=y4hs7vW8SV0&start=455&end=461     	Offenbach: Orpheus in the Underworld Overture
10	8	y4hs7vW8SV0	494.2	4.6	https://www.youtube.com/watch?v=y4hs7vW8SV0&start=494&end=498     	Offenbach: Orpheus in the Underworld Overture
