Question	Clip	YouTube video ID	Start (sec)	Length (sec)	Link	Description
7	1	jRVtJBDCz68	294	10	https://www.youtube.com/watch?v=jRVtJBDCz68&start=294&end=304     	
7	2	eOd1RvwqTps	227	13	https://www.youtube.com/watch?v=eOd1RvwqTps&start=227&end=240     	
7	3	eOd1RvwqTps	555	10	https://www.youtube.com/watch?v=eOd1RvwqTps&start=555&end=565     	
7	4	jRVtJBDCz68	409	12	https://www.youtube.com/watch?v=jRVtJBDCz68&start=409&end=421     	opening of variation
7	5	eOd1RvwqTps	3	15	https://www.youtube.com/watch?v=eOd1RvwqTps&start=3&end=18        	opening
						
8	1	9LwMMz8gIVg	255	7	https://www.youtube.com/watch?v=9LwMMz8gIVg&start=255&end=262     	Ballade No. 3 in A-flat major
8	2	kYVT1rxr9K4	361.7	8.3	https://www.youtube.com/watch?v=kYVT1rxr9K4&start=361&end=370     	Ballade No. 4 in F minor
8	3	kYVT1rxr9K4	573	12	https://www.youtube.com/watch?v=kYVT1rxr9K4&start=573&end=585     	Ballade No. 4 in F minor
8	4	sAnGekvttbs	134.8	11.6	https://www.youtube.com/watch?v=sAnGekvttbs&start=134&end=146     	Ballade No. 2 in F major, second theme
8	5	4Kcpu3JkJdU	483	10	https://www.youtube.com/watch?v=4Kcpu3JkJdU&start=483&end=493     	Ballade No. 1 in G minor, coda
8	6	4Kcpu3JkJdU	3.2	12	https://www.youtube.com/watch?v=4Kcpu3JkJdU&start=3&end=15        	Ballade No. 1 in G minor, opening
						
9	1	ikTkMaPyZWM	815	15	https://www.youtube.com/watch?v=ikTkMaPyZWM&start=815&end=830     	Piano Concerto No. 1, second movement
9	2	ikTkMaPyZWM	1050	7	https://www.youtube.com/watch?v=ikTkMaPyZWM&start=1050&end=1057   	Piano Concerto No. 1, third movement
9	3	ts3Q4VIkLv0	15	10	https://www.youtube.com/watch?v=ts3Q4VIkLv0&start=15&end=25       	Piano Concerto No. 1, first movement
9	4	5fzGXaFQloc	1395	7	https://www.youtube.com/watch?v=5fzGXaFQloc&start=1395&end=1402   	Piano Concerto No. 2, third movement
9	5	fDblE1CcrR4	480.8	8	https://www.youtube.com/watch?v=fDblE1CcrR4&start=480&end=488     	Piano Concerto No. 3, ossia cadenza
9	6	fDblE1CcrR4	7	6	https://www.youtube.com/watch?v=fDblE1CcrR4&start=7&end=13        	Piano Concerto No. 3, opening
						
10	1	EFcd3XxRkFg	77	8	https://www.youtube.com/watch?v=EFcd3XxRkFg&start=77&end=85       	18 Pieces, Op. 72 No. 15: "Un poco di Chopin"
10	2	53zJ8lzRFUk	27	13	https://www.youtube.com/watch?v=53zJ8lzRFUk&start=27&end=40       	Valse Scherzo Op. 34
10	3	Vgu8JCxWvAQ	16	6	https://www.youtube.com/watch?v=Vgu8JCxWvAQ&start=16&end=22       	Piano Concerto No. 2 in G, first movement
10	4	6qROema2MDI	1457	11	https://www.youtube.com/watch?v=6qROema2MDI&start=1457&end=1468   	Piano Concerto No. 1 in B-flat minor, second movement
10	5	eYlFxCA--i0	35	10	https://www.youtube.com/watch?v=eYlFxCA--i0&start=35&end=45       	Violin Concerto in D, Op. 35: second movement
10	6	FqZfoK25lnY	1.8	7	https://www.youtube.com/watch?v=FqZfoK25lnY&start=1&end=8         	Swan Lake, Op. 20, opening
10	7	FqZfoK25lnY	4529.7	10.3	https://www.youtube.com/watch?v=FqZfoK25lnY&start=4529&end=4540   	Swan Lake, Op. 20, theme
